"","Subject","Group","fea_f0","fea_full","fea_tbr","hap_f0","hap_full","hap_tbr","ple_f0","ple_full","ple_tbr","sad_f0","sad_full","sad_tbr"
"132","c2efc2bd","A",0.541666666666667,0.666666666666667,0.380952380952381,0.8,0.962962962962963,0.631578947368421,0.59375,0.869565217391304,0.272727272727273,0.583333333333333,0.714285714285714,0.4375
"133","c5dd6f55","A",0.521739130434783,0.733333333333333,0.40625,0.827586206896552,1,0.9,0.411764705882353,0.666666666666667,0.304347826086957,0.565217391304348,0.631578947368421,0.357142857142857
"134","c93f9013","M",0.666666666666667,0.75,0.333333333333333,0.75,0.916666666666667,0.5,0.375,0.666666666666667,0.375,0.666666666666667,0.75,0.541666666666667
"135","d094483c","M",0.541666666666667,0.75,0.458333333333333,0.791666666666667,0.958333333333333,0.5,0.583333333333333,0.875,0.666666666666667,0.583333333333333,0.583333333333333,0.333333333333333
"136","d4970135","A",0.65,0.740740740740741,0.32,0.842105263157895,0.92,0.766666666666667,0.590909090909091,0.590909090909091,0.347826086956522,0.535714285714286,0.708333333333333,0.28
"137","d6fc8611","A",0.416666666666667,0.526315789473684,0.192307692307692,0.833333333333333,1,0.37037037037037,0.409090909090909,0.583333333333333,0.12,0.25,0.588235294117647,0.764705882352941
"138","d832cea2","A",0.761904761904762,0.869565217391304,0.533333333333333,0.84,0.958333333333333,0.666666666666667,0.416666666666667,0.448275862068966,0.259259259259259,0.636363636363636,0.947368421052632,0.45
"139","d8f51d50","M",0.5,0.833333333333333,0.458333333333333,0.708333333333333,0.833333333333333,0.333333333333333,0.458333333333333,0.583333333333333,0.25,0.625,0.708333333333333,0.333333333333333
"140","dba29b75","A",0.84,0.833333333333333,0.32258064516129,0.857142857142857,1,0.75,0.538461538461538,0.944444444444444,0.5,0.888888888888889,1,0.615384615384615
"141","dc760a5d","A",0.48,0.772727272727273,0.368421052631579,0.846153846153846,1,0.464285714285714,0.555555555555556,0.761904761904762,0.310344827586207,0.68,0.722222222222222,0.478260869565217
"142","dcd8e33b","A",0.478260869565217,0.652173913043478,0.36,0.870967741935484,0.961538461538462,0.692307692307692,0.434782608695652,0.772727272727273,0.307692307692308,0.703703703703704,0.842105263157895,0.65
"143","dee3a198","C",0.458333333333333,0.708333333333333,0.208333333333333,0.791666666666667,0.791666666666667,0.291666666666667,0.5,0.708333333333333,0.416666666666667,0.666666666666667,0.583333333333333,0.458333333333333
"144","e05c2243","M",0.666666666666667,0.791666666666667,0.125,0.708333333333333,0.958333333333333,0.375,0.458333333333333,0.75,0.208333333333333,0.75,0.791666666666667,0.75
"145","e13207e8","M",0.625,0.708333333333333,0.25,0.666666666666667,1,0.208333333333333,0.416666666666667,0.791666666666667,0.25,0.875,0.958333333333333,0.708333333333333
"146","e5776088","M",0.375,0.666666666666667,0.291666666666667,0.916666666666667,0.958333333333333,0.583333333333333,0.5,0.541666666666667,0.166666666666667,0.583333333333333,0.791666666666667,0.583333333333333
